seconds,202101,202102,202103,202109
0,89800,,,90300
1,89800,,,90300
2,89800,,,90300
3,89800,,,90300
4,89800,,,90300
5,89800,,,90300
6,89800,,,90300
7,89800,,,90400
8,89800,,,90500
9,89800,,,90500
10,89800,,,90500
11,89800,,,90700
12,89800,,,90700
13,89800,,,90700
14,89800,,,90700
15,89800,,,90700
16,89800,,,90700
17,89800,,,90700
18,89800,,,90700
19,89800,,,90700
20,89800,,,90700
21,89800,,,90700
22,89800,,,90700
23,89800,,,90700
24,89800,,,90300
25,89800,,,90300
26,89800,,,90300
27,89900,,,90900
28,89900,,,90900
29,90100,,,90900
30,90100,,,91000
31,90100,,,91000
32,90200,,,91100
33,90200,,,91200
34,90300,,,91200
35,90300,,,91200
36,90400,,,91300
37,90400,,,91300
38,90400,,,91300
39,90500,,,91300
40,90500,,,91300
41,90600,,,91500
42,90700,,,91600
43,90800,,,91600
44,90900,,,91600
45,90900,,,91600
46,91000,,,91600
47,91000,,,91600
48,91100,,,91600
49,91100,,,91600
50,91200,,,91600
51,91200,,,91600
52,91200,,,91700
53,91300,,,91700
54,91300,,,91700
55,91400,,,91300
56,91500,,,92000
57,91600,,,92000
58,91700,,,92200
59,91700,,,92300
60,91800,,,92300
